StudentID,Gender,Grade10AvgMarks,Grade11AvgMarks
S28069,Female,75.49,46.96
S28070,Male,50.35,42.92
S28071,Female,20.55,96.23
S28072,Male,75.04,16.5
S28073,Female,75.04,68.91
S28074,Male,52.3,10.68
S28075,Male,27.58,27.69
S28076,Female,58.63,72.21
S28077,Female,93.35,80.4
S28078,Female,5.16,46.89
S28079,Male,26.69,78.93
S28080,Male,28.5,93.51
S28081,Male,63.18,93.58
S28082,Female,65.12,34.25
S28083,Male,20.63,31.21
S28084,Female,21.61,72.64
S28085,Male,92.82,65.41
S28086,Female,75.63,39.23
S28087,Male,93.43,22.87
S28088,Male,82.97,61.84
S28089,Female,40.21,43.02
S28090,Male,12.19,13.21
S28091,Male,62.96,63.92
S28092,Female,35.2,69.77
S28093,Male,42.54,36.42
S28094,Female,42.59,83.2
S28095,Female,93.65,7.37
S28096,Male,6.89,49.59
S28097,Male,19.31,95.63
S28098,Male,60.79,19.05
S28099,Female,88.38,17.23
S28100,Male,91.79,37.87
S28101,Female,55.87,26.81
S28102,Male,3.46,22.15
S28103,Male,36.29,94.98
S28104,Female,91.88,34.48
S28105,Male,49.99,5.98
S28106,Male,72.66,89.98
S28107,Male,26.92,44.82
S28108,Male,2.5,73.59
S28109,Male,57.84,36.73
S28110,Female,83.5,93.52
S28111,Male,99.03,28.78
S28112,Female,84.66,66.28
S28113,Male,55.4,82.43
S28114,Male,60.87,23.79
S28115,Female,82.42,80.15
S28116,Male,1.98,79.23
S28117,Male,95.16,96.42
S28118,Female,53.12,92.28
S28119,Female,95.21,38.86
S28120,Male,76.45,59.05
S28121,Female,15.23,92.53
S28122,Female,16.53,0.44
S28123,Female,35.36,62.74
S28124,Female,26.4,21.54
S28125,Male,43.93,73.88
S28126,Male,60.39,79.65
S28127,Female,43.66,71.3
S28128,Male,5.64,99.61
S28129,Female,97.56,47.93
S28130,Male,42.51,56.13
S28131,Male,85.11,40.9
S28132,Female,7.4,97.4
S28133,Female,81.01,92.28
S28134,Male,17.34,98.66
S28135,Male,67.94,98.49
S28136,Male,66.18,89.55
S28137,Female,90.98,93.09
S28138,Male,32.07,11.99
S28139,Female,10.9,17.35
S28140,Female,86.46,88.52
S28141,Female,33.16,72.68
S28142,Male,23.25,87.5
S28143,Female,48.62,77.0
S28144,Male,14.61,13.96
S28145,Female,29.7,91.66
S28146,Male,38.53,77.12
S28147,Male,27.73,57.08
S28148,Female,45.03,53.24
S28149,Female,38.47,57.38
S28150,Male,77.46,39.04
S28151,Male,91.84,80.32
S28152,Female,10.09,90.9
S28153,Female,82.33,25.29
S28154,Male,93.18,3.8
S28155,Male,68.66,20.29
S28156,Female,99.64,75.73
S28157,Male,33.5,86.84
S28158,Female,83.03,34.86
S28159,Female,67.37,15.24
S28160,Female,32.34,85.85
S28161,Female,70.47,21.46
S28162,Male,50.96,24.19
S28163,Female,18.9,9.26
S28164,Female,17.39,91.03
S28165,Male,71.34,32.67
S28166,Male,71.19,17.18
S28167,Female,53.08,95.36
S28168,Female,50.14,33.55
S28169,Female,18.0,74.75
S28170,Female,42.93,23.04
S28171,Female,87.14,72.68
S28172,Female,85.47,23.22
S28173,Male,66.09,63.77
S28174,Male,99.74,44.09
S28175,Female,89.32,79.87
S28176,Male,14.52,73.03
S28177,Male,39.91,93.55
S28178,Female,13.19,37.66
S28179,Male,46.61,75.43
S28180,Male,77.64,96.88
S28181,Female,15.58,33.63
S28182,Female,88.04,29.0
S28183,Female,56.91,76.91
S28184,Male,74.89,44.55
S28185,Female,4.52,39.87
S28186,Male,9.38,54.56
S28187,Female,62.09,93.55
S28188,Female,83.82,8.39
S28189,Female,87.39,46.57
S28190,Female,68.84,11.01
S28191,Male,20.09,88.36
S28192,Male,19.5,13.67
S28193,Female,88.14,8.97
S28194,Male,11.32,96.38
S28195,Female,68.61,56.33
S28196,Female,53.35,82.59
S28197,Male,42.14,47.03
S28198,Male,44.03,43.56
S28199,Female,94.52,91.16
S28200,Female,86.14,98.99
S28201,Female,86.5,61.85
S28202,Male,40.66,91.82
S28203,Female,10.7,86.27
S28204,Female,99.78,54.4
S28205,Female,14.53,94.11
S28206,Female,51.56,21.01
S28207,Female,26.46,88.48
S28208,Female,51.07,30.94
S28209,Male,30.49,3.05
S28210,Female,89.69,78.71
S28211,Female,96.83,93.0
S28212,Male,41.01,21.68
S28213,Male,7.02,53.41
S28214,Female,66.33,74.93
S28215,Male,37.66,33.16
S28216,Female,98.6,14.69
S28217,Male,8.94,39.22
S28218,Male,11.91,45.66
S28219,Female,69.94,74.22
S28220,Male,75.86,19.87
S28221,Female,47.11,81.51
S28222,Male,27.73,50.22
S28223,Female,30.98,90.39
S28224,Male,33.8,56.58
S28225,Female,22.53,44.69
S28226,Female,85.06,28.68
S28227,Female,6.51,10.62
S28228,Female,40.73,37.17
S28229,Male,74.76,41.36
S28230,Female,0.38,56.83
S28231,Male,87.8,85.99
S28232,Male,70.63,46.38
S28233,Female,7.34,31.43
S28234,Female,89.5,87.33
S28235,Male,48.73,73.39
S28236,Male,65.22,30.7
S28237,Male,88.2,16.69
S28238,Female,88.12,29.1
S28239,Female,40.87,12.36
S28240,Male,23.77,90.34
S28241,Male,25.74,61.17
S28242,Male,76.59,86.35
S28243,Female,92.94,82.04
S28244,Male,7.22,15.32
S28245,Male,1.5,44.3
S28246,Male,82.29,97.21
S28247,Male,38.66,23.38
S28248,Female,27.64,5.02
S28249,Male,18.84,34.6
S28250,Female,34.65,51.09
S28251,Female,97.15,5.59
S28252,Male,97.71,42.67
S28253,Female,33.15,25.34
S28254,Male,96.37,21.21
S28255,Male,29.99,26.39
S28256,Male,85.45,10.54
S28257,Male,21.2,7.66
S28258,Male,82.65,59.58
S28259,Female,35.37,94.78
S28260,Female,19.57,80.47
S28261,Male,93.48,83.39
S28262,Female,21.42,73.51
S28263,Male,99.18,95.6
S28264,Female,10.86,95.06
S28265,Female,1.0,77.83
S28266,Male,87.08,71.59
S28267,Female,58.66,30.53
S28268,Female,42.16,9.12
S28269,Female,8.2,9.29
S28270,Male,57.49,73.63
S28271,Female,39.37,2.84
S28272,Female,48.36,81.64
S28273,Female,63.04,36.65
S28274,Female,63.99,19.21
S28275,Female,96.06,40.76
S28276,Female,65.51,70.33
S28277,Female,33.94,27.51
S28278,Female,32.96,17.36
S28279,Female,47.72,73.79
S28280,Male,25.93,88.07
S28281,Female,37.64,58.55
S28282,Female,84.21,52.39
S28283,Female,85.98,75.49
S28284,Female,62.78,73.26
S28285,Female,58.28,0.63
S28286,Male,42.71,28.18
S28287,Male,63.59,93.2
S28288,Male,80.61,96.02
S28289,Male,73.78,51.03
S28290,Female,3.55,56.01
S28291,Female,73.11,0.07
S28292,Female,71.99,67.23
S28293,Male,9.9,21.24
S28294,Male,15.02,12.79
S28295,Male,78.79,30.47
S28296,Male,55.9,66.49
S28297,Female,82.16,43.63
S28298,Female,18.47,34.91
S28299,Male,3.06,72.68
S28300,Female,16.19,81.37
S28301,Male,45.26,86.92
S28302,Male,52.33,44.48
S28303,Male,85.77,71.78
S28304,Male,71.62,88.52
S28305,Female,99.04,90.89
S28306,Female,7.87,49.21
S28307,Male,13.02,35.53
S28308,Male,8.44,90.02
S28309,Female,53.85,26.14
S28310,Female,26.69,79.68
S28311,Male,68.36,90.87
S28312,Male,13.27,73.97
S28313,Male,10.32,67.99
S28314,Male,46.02,5.07
S28315,Male,37.59,20.35
S28316,Female,82.92,66.66
S28317,Female,83.76,78.52
S28318,Male,11.74,6.34
S28319,Male,81.23,1.91
S28320,Male,56.42,31.15
S28321,Male,50.36,64.5
S28322,Female,9.48,51.2
S28323,Female,73.96,0.84
S28324,Male,5.96,15.16
S28325,Female,27.77,75.22
S28326,Male,9.54,29.77
S28327,Male,53.08,11.72
S28328,Female,64.52,5.09
S28329,Male,89.09,85.04
S28330,Female,73.39,47.17
S28331,Male,96.11,50.37
S28332,Male,76.09,6.13
S28333,Male,29.81,48.86
S28334,Male,54.76,64.58
S28335,Female,45.79,12.28
S28336,Male,56.6,90.25
S28337,Female,57.21,78.33
S28338,Female,70.21,80.19
S28339,Male,8.3,53.65
S28340,Female,74.67,33.39
S28341,Male,14.37,64.05
S28342,Female,2.62,22.54
S28343,Female,51.89,13.69
S28344,Male,58.15,53.83
S28345,Male,3.49,47.86
S28346,Female,51.54,15.03
S28347,Male,53.46,53.04
S28348,Male,5.25,54.65
S28349,Female,71.16,87.15
S28350,Female,21.03,75.92
S28351,Male,79.45,21.76
S28352,Female,31.08,81.79
S28353,Male,47.79,96.9
S28354,Male,89.19,71.66
S28355,Female,80.62,78.7
S28356,Male,78.19,26.64
S28357,Female,16.04,99.19
S28358,Male,4.81,17.64
S28359,Male,60.58,75.09
S28360,Male,41.07,39.52
S28361,Female,90.91,35.69
S28362,Female,34.96,28.52
S28363,Male,41.05,44.11
S28364,Female,52.6,79.09
S28365,Female,79.64,94.1
S28366,Male,26.83,41.62
S28367,Female,94.18,65.17
S28368,Female,53.99,78.82
S28369,Female,84.1,9.97
S28370,Male,52.56,96.05
S28371,Male,77.2,21.16
S28372,Female,5.14,91.51
S28373,Male,79.92,98.66
S28374,Female,52.4,10.04
S28375,Male,44.94,89.27
S28376,Female,11.16,64.09
S28377,Male,74.16,81.79
S28378,Female,13.12,10.91
S28379,Male,19.23,83.43
S28380,Female,12.64,62.6
S28381,Male,0.66,51.06
S28382,Male,66.19,56.0
S28383,Male,27.08,74.45
S28384,Female,14.95,29.76
S28385,Female,32.0,94.35
S28386,Female,49.91,30.76
S28387,Male,50.34,87.71
S28388,Female,36.72,1.21
S28389,Male,49.49,91.65
S28390,Male,42.73,85.16
S28391,Male,82.27,12.42
S28392,Female,2.96,73.69
S28393,Male,86.8,37.41
S28394,Female,24.39,47.98
S28395,Female,72.18,6.86
S28396,Male,40.5,21.26
S28397,Female,29.43,95.36
S28398,Male,61.53,41.8
S28399,Male,76.89,2.6
S28400,Female,44.99,51.51
S28401,Male,46.66,99.47
S28402,Male,5.89,33.28
S28403,Male,92.4,14.12
S28404,Female,84.69,64.36
S28405,Female,39.8,91.98
S28406,Female,76.5,85.91
S28407,Male,31.33,65.7
S28408,Male,73.04,18.41
S28409,Female,51.67,78.44
S28410,Female,46.08,82.32
S28411,Female,5.65,84.95
S28412,Female,96.54,40.39
S28413,Female,83.74,40.89
S28414,Male,79.34,15.52
S28415,Female,30.49,77.27
S28416,Male,28.96,73.72
S28417,Male,57.32,9.97
S28418,Male,84.62,2.01
S28419,Male,93.46,95.17
S28420,Female,26.89,1.73
S28421,Male,60.74,62.86
S28422,Female,72.39,45.36
S28423,Male,22.64,77.74
S28424,Female,40.75,8.77
S28425,Female,18.75,68.24
S28426,Male,69.89,61.49
S28427,Female,86.38,85.36
S28428,Male,87.75,51.85
S28429,Female,67.01,72.83
S28430,Male,34.72,43.76
S28431,Male,66.1,98.4
S28432,Female,86.43,55.94
S28433,Female,62.59,75.35
S28434,Male,41.29,9.29
S28435,Male,91.98,46.28
S28436,Female,83.52,6.44
S28437,Male,88.24,12.17
S28438,Male,90.32,50.61
S28439,Male,39.38,35.23
S28440,Female,85.96,45.98
S28441,Male,57.03,49.61
S28442,Male,3.82,15.98
S28443,Female,63.58,36.58
S28444,Male,47.06,86.06
S28445,Male,27.52,85.66
S28446,Male,97.04,49.06
S28447,Male,5.51,74.91
S28448,Female,94.59,75.36
S28449,Male,15.93,4.41
S28450,Male,37.7,61.09
S28451,Male,41.72,80.45
S28452,Male,73.1,59.4
S28453,Male,21.56,54.16
S28454,Female,98.61,53.12
S28455,Female,74.9,50.79
S28456,Male,79.0,77.83
S28457,Male,10.64,64.24
S28458,Female,47.63,21.55
S28459,Female,94.56,43.33
S28460,Female,27.01,52.86
S28461,Male,14.54,41.9
S28462,Male,48.54,23.76
S28463,Male,93.04,12.47
S28464,Male,48.68,11.73
S28465,Male,40.48,29.63
S28466,Male,65.03,40.27
S28467,Female,93.69,68.29
S28468,Female,4.91,98.49
S28469,Male,15.34,89.74
S28470,Male,13.28,81.37
S28471,Male,8.53,81.37
S28472,Female,30.21,59.61
S28473,Female,22.93,25.28
S28474,Female,54.87,47.19
S28475,Female,32.73,14.26
S28476,Male,40.52,56.64
S28477,Female,94.19,2.3
S28478,Female,15.57,18.95
S28479,Male,38.85,71.23
S28480,Male,25.71,27.69
S28481,Male,54.92,42.0
S28482,Female,73.63,83.21
S28483,Male,81.7,4.46
S28484,Female,51.53,2.27
S28485,Female,85.49,22.9
S28486,Female,78.51,68.44
S28487,Female,15.7,23.61
S28488,Male,24.54,86.37
S28489,Male,67.17,35.18
S28490,Female,97.48,28.35
S28491,Male,37.61,23.29
S28492,Female,22.98,57.4
S28493,Female,86.91,85.63
S28494,Male,19.96,40.61
S28495,Male,69.74,25.25
S28496,Female,3.42,42.09
S28497,Male,1.9,90.48
S28498,Female,45.16,33.45
S28499,Male,65.65,65.57
S28500,Female,14.24,32.97
S28501,Female,76.39,67.48
S28502,Male,12.87,88.1
S28503,Male,53.37,59.86
S28504,Female,30.83,94.74
S28505,Male,75.23,60.15
S28506,Male,80.41,97.49
S28507,Female,6.61,72.37
S28508,Female,19.26,65.28
S28509,Male,89.26,82.98
S28510,Male,41.56,1.11
S28511,Female,47.67,25.72
S28512,Female,16.8,21.61
S28513,Female,99.49,11.09
S28514,Female,92.3,93.78
S28515,Female,0.2,13.1
S28516,Female,55.07,26.28
S28517,Female,87.23,33.52
S28518,Female,43.05,62.46
S28519,Male,43.68,76.75
S28520,Male,37.93,60.47
S28521,Male,2.88,74.9
S28522,Female,79.03,40.21
S28523,Male,45.68,99.58
S28524,Female,53.11,17.01
S28525,Male,25.57,39.98
S28526,Female,78.41,83.22
S28527,Female,79.37,24.68
S28528,Male,55.29,75.08
S28529,Female,90.46,36.43
S28530,Male,11.59,17.76
S28531,Male,78.66,40.33
S28532,Male,55.86,78.48
S28533,Male,23.1,11.2
S28534,Male,13.23,51.61
S28535,Male,30.1,74.14
S28536,Male,85.63,75.16
S28537,Male,78.76,38.96
S28538,Male,64.51,46.64
S28539,Female,9.03,85.68
S28540,Female,95.48,20.84
S28541,Male,30.54,99.26
S28542,Female,60.7,41.92
S28543,Female,80.31,27.55
S28544,Male,13.29,0.26
S28545,Male,65.22,12.5
S28546,Female,3.23,75.65
S28547,Male,10.18,64.92
S28548,Male,72.31,24.65
S28549,Male,15.51,92.7
S28550,Female,44.35,83.57
S28551,Male,24.83,26.93
S28552,Female,42.12,33.01
S28553,Male,7.72,18.48
S28554,Male,75.49,64.26
S28555,Female,7.9,70.11
S28556,Male,83.79,39.59
S28557,Female,66.26,73.72
S28558,Female,41.66,99.16
S28559,Male,86.65,61.19
S28560,Male,18.61,64.93
S28561,Female,26.46,37.38
S28562,Female,13.71,1.06
S28563,Male,38.16,95.39
S28564,Male,98.67,77.23
S28565,Male,16.1,69.56
S28566,Male,83.1,2.98
S28567,Male,65.19,75.9
S28568,Female,1.58,67.01
S28569,Female,94.49,56.89
S28570,Female,97.11,62.36
S28571,Female,92.49,91.84
S28572,Male,50.17,0.67
S28573,Female,22.04,15.7
S28574,Male,39.13,89.48
S28575,Male,61.42,0.82
S28576,Male,37.88,90.36
S28577,Male,70.82,2.96
S28578,Male,79.56,77.93
S28579,Female,20.94,89.09
S28580,Male,40.49,61.25
S28581,Male,95.77,64.14
S28582,Male,24.98,5.06
S28583,Female,34.64,21.09
S28584,Male,3.57,89.95
S28585,Male,33.24,82.37
S28586,Male,37.09,5.95
S28587,Female,9.98,81.3
S28588,Male,0.14,42.35
S28589,Female,57.54,56.07
S28590,Female,30.15,10.84
S28591,Male,1.78,39.86
S28592,Female,85.99,43.49
S28593,Female,58.44,66.95
S28594,Male,17.12,65.75
S28595,Male,86.52,54.89
S28596,Male,25.36,3.14
S28597,Male,22.74,16.15
S28598,Female,89.46,16.03
S28599,Female,17.95,88.77
S28600,Male,87.9,90.17
S28601,Male,80.3,80.65
S28602,Male,30.98,17.49
S28603,Female,3.44,84.02
S28604,Male,8.26,18.76
S28605,Female,10.95,55.46
S28606,Female,89.08,73.39
S28607,Female,40.4,5.16
S28608,Female,3.25,59.79
S28609,Male,55.65,25.11
S28610,Male,20.8,49.79
S28611,Male,23.51,38.39
S28612,Female,16.08,68.66
S28613,Female,76.2,48.92
S28614,Male,0.06,30.16
S28615,Female,43.9,91.04
S28616,Female,8.69,95.91
S28617,Female,55.24,80.19
S28618,Male,34.6,58.07
S28619,Male,2.84,88.44
S28620,Male,46.1,60.17
S28621,Female,57.06,14.88
S28622,Male,24.77,1.74
S28623,Male,76.55,72.59
S28624,Male,37.1,75.25
S28625,Female,74.93,92.58
S28626,Female,57.9,82.42
S28627,Female,86.93,63.96
S28628,Female,54.69,19.03
S28629,Female,18.56,59.41
S28630,Male,82.26,43.47
S28631,Male,78.3,23.21
S28632,Female,97.24,79.91
S28633,Female,9.36,14.96
S28634,Male,59.12,63.03
S28635,Female,49.17,61.08
S28636,Female,67.09,30.36
S28637,Female,98.02,42.92
S28638,Female,53.23,11.66
S28639,Female,68.57,2.55
S28640,Male,34.72,1.3
S28641,Male,29.9,17.43
S28642,Female,33.53,86.7
S28643,Female,3.86,52.26
S28644,Male,28.47,11.71
S28645,Female,17.29,90.55
S28646,Male,45.74,56.89
S28647,Female,46.08,2.79
S28648,Male,76.52,76.27
S28649,Male,50.23,47.34
S28650,Female,46.31,53.29
S28651,Female,23.16,61.32
S28652,Male,85.25,9.45
S28653,Female,9.1,94.77
S28654,Male,98.23,25.54
S28655,Female,47.61,62.18
S28656,Female,18.6,85.56
S28657,Female,35.43,33.19
S28658,Male,1.54,62.76
S28659,Male,16.65,98.89
S28660,Female,33.53,85.18
S28661,Male,55.44,77.93
S28662,Female,12.95,43.93
S28663,Male,67.6,45.13
S28664,Female,84.43,48.55
S28665,Male,57.23,69.04
S28666,Male,29.69,14.43
S28667,Male,12.14,86.1
S28668,Male,1.55,1.81
S28669,Male,73.18,17.0
S28670,Male,62.85,48.18
S28671,Female,47.63,25.21
S28672,Female,10.2,36.56
S28673,Male,20.7,33.26
S28674,Female,81.52,26.9
S28675,Male,47.99,38.03
S28676,Female,96.28,50.53
S28677,Female,100.0,47.64
S28678,Female,80.07,81.19
S28679,Female,25.82,30.81
S28680,Male,23.11,28.19
S28681,Female,25.36,50.44
S28682,Female,98.68,4.79
S28683,Female,33.53,11.18
S28684,Male,70.64,80.31
S28685,Female,95.9,49.37
S28686,Male,81.96,6.65
S28687,Male,59.76,44.04
S28688,Female,16.9,39.83
S28689,Male,17.49,24.61
S28690,Female,49.24,37.21
S28691,Female,95.19,18.84
S28692,Female,90.45,44.91
S28693,Female,16.62,40.85
S28694,Female,28.77,60.75
S28695,Female,58.88,94.21
S28696,Female,47.74,18.55
S28697,Male,11.94,41.74
S28698,Male,36.93,56.22
S28699,Female,95.47,54.7
S28700,Female,95.14,66.13
S28701,Male,55.94,26.79
S28702,Female,63.53,63.46
S28703,Male,22.19,20.12
S28704,Male,74.2,12.55
S28705,Female,5.25,83.16
S28706,Female,22.07,47.37
S28707,Male,0.59,39.73
S28708,Male,38.57,92.85
S28709,Female,85.03,70.98
S28710,Female,98.25,67.71
S28711,Male,66.78,19.43
S28712,Male,74.49,20.93
S28713,Male,26.27,48.31
S28714,Female,52.03,65.23
S28715,Female,73.66,39.53
S28716,Female,49.73,6.42
S28717,Male,8.85,68.3
S28718,Male,74.09,77.38
S28719,Female,21.96,94.43
S28720,Male,9.77,40.88
S28721,Male,47.81,25.8
S28722,Male,7.46,92.58
S28723,Male,62.94,71.51
S28724,Male,64.05,6.4
S28725,Female,25.67,58.0
S28726,Female,96.45,2.85
S28727,Female,82.45,22.65
S28728,Female,10.96,7.1
S28729,Female,74.85,20.49
S28730,Male,35.31,48.99
S28731,Male,75.03,29.89
S28732,Male,80.08,8.8
S28733,Female,15.14,48.21
S28734,Male,66.18,70.85
S28735,Male,86.27,5.31
S28736,Male,32.34,88.24
S28737,Female,8.03,65.31
S28738,Male,2.73,51.94
S28739,Male,11.0,39.63
S28740,Female,0.42,39.33
S28741,Female,32.69,33.56
S28742,Male,29.93,11.57
S28743,Female,11.03,7.92
S28744,Male,65.11,30.88
S28745,Female,99.19,66.71
S28746,Male,90.09,28.84
S28747,Male,25.29,81.23
S28748,Female,77.0,38.03
S28749,Female,93.69,63.12
S28750,Female,90.64,43.19
S28751,Female,88.45,49.78
S28752,Male,78.65,25.02
S28753,Female,29.3,51.39
S28754,Male,8.36,11.07
S28755,Male,48.78,38.68
S28756,Male,5.48,44.83
S28757,Female,99.85,70.4
S28758,Male,35.83,40.02
S28759,Male,95.83,66.54
S28760,Female,77.31,17.46
S28761,Male,41.13,2.52
S28762,Male,11.83,50.59
S28763,Male,23.72,47.39
S28764,Female,67.3,66.98
S28765,Male,82.99,31.35
S28766,Male,97.94,2.99
S28767,Male,13.22,72.36
S28768,Female,15.59,94.22
S28769,Female,4.24,39.43
S28770,Female,26.04,61.11
S28771,Male,82.11,54.47
S28772,Male,19.83,56.6
S28773,Male,54.79,86.74
S28774,Male,44.64,73.63
S28775,Male,32.58,76.98
S28776,Female,61.83,9.0
S28777,Male,50.23,14.67
S28778,Male,33.48,66.33
S28779,Female,68.89,54.05
S28780,Female,28.0,77.43
S28781,Male,64.32,9.31
S28782,Female,95.72,56.65
S28783,Female,72.9,48.61
S28784,Female,41.84,85.47
S28785,Male,74.76,18.71
S28786,Female,80.92,34.87
S28787,Male,32.58,15.05
S28788,Female,70.51,45.17
S28789,Male,43.44,88.14
S28790,Male,81.85,67.03
S28791,Male,29.54,74.43
S28792,Female,93.78,9.33
S28793,Female,57.48,45.2
S28794,Female,35.33,83.87
S28795,Male,41.94,83.75
S28796,Female,34.78,98.8
S28797,Female,14.62,52.6
S28798,Male,6.85,0.21
S28799,Female,32.18,89.91
S28800,Male,45.87,95.62
S28801,Female,36.18,92.77
S28802,Male,1.39,77.19
S28803,Male,57.9,21.19
S28804,Female,14.48,13.91
S28805,Male,21.1,70.09
S28806,Female,12.07,14.04
S28807,Female,52.04,95.33
S28808,Female,9.52,44.58
S28809,Female,25.64,3.08
S28810,Male,45.17,15.06
S28811,Male,16.77,29.05
S28812,Male,44.62,70.38
S28813,Female,34.27,73.73
S28814,Female,86.06,21.3
S28815,Male,79.49,64.86
S28816,Male,99.29,3.18
S28817,Female,52.89,10.29
S28818,Female,57.54,53.5
S28819,Female,94.66,70.38
S28820,Male,39.96,91.44
S28821,Female,55.57,43.78
S28822,Male,37.91,12.0
S28823,Female,54.59,92.9
S28824,Male,8.08,43.74
S28825,Female,78.38,49.75
S28826,Male,98.53,85.44
S28827,Male,6.57,58.58
S28828,Male,80.1,30.15
S28829,Female,24.17,54.08
S28830,Male,19.75,62.49
S28831,Male,69.34,88.98
S28832,Female,4.41,23.48
S28833,Male,46.32,55.94
S28834,Male,0.14,92.05
S28835,Female,55.44,4.55
S28836,Male,46.21,19.46
S28837,Female,91.55,34.63
S28838,Male,72.03,67.85
S28839,Female,12.6,84.18
S28840,Male,35.45,19.92
S28841,Male,93.16,24.67
S28842,Male,72.53,82.33
S28843,Female,59.43,14.83
S28844,Male,55.91,26.12
S28845,Male,39.81,73.27
S28846,Female,58.52,16.62
S28847,Female,77.17,82.8
S28848,Female,12.75,49.05
S28849,Male,96.98,44.76
S28850,Male,23.94,13.53
S28851,Male,44.77,67.97
S28852,Female,2.27,88.4
S28853,Female,55.03,69.21
S28854,Male,38.19,31.69
S28855,Male,24.98,69.88
S28856,Female,98.55,50.99
S28857,Female,42.81,85.37
S28858,Female,41.43,45.96
S28859,Male,46.31,23.73
S28860,Female,11.62,10.13
S28861,Female,39.31,28.11
S28862,Female,33.64,56.35
S28863,Female,46.51,17.0
S28864,Male,85.66,3.98
S28865,Female,19.28,44.88
S28866,Male,60.77,34.74
S28867,Male,3.76,42.04
S28868,Female,31.68,45.41
S28869,Female,47.27,76.61
S28870,Male,7.43,96.09
S28871,Female,54.4,26.23
S28872,Male,31.03,94.24
S28873,Female,99.28,22.84
S28874,Male,63.1,75.49
S28875,Male,24.42,68.13
S28876,Male,10.27,5.22
S28877,Female,4.07,72.49
S28878,Male,9.08,90.11
S28879,Male,68.01,93.02
S28880,Female,85.5,68.52
S28881,Female,15.67,78.66
S28882,Male,40.21,7.15
S28883,Male,35.42,16.13
S28884,Female,64.45,26.25
S28885,Male,18.27,53.13
S28886,Female,95.33,38.62
S28887,Female,72.86,65.71
S28888,Female,95.51,44.57
S28889,Male,27.74,77.5
S28890,Female,58.77,71.36
S28891,Male,73.23,74.73
S28892,Male,71.1,82.88
S28893,Female,2.13,83.42
S28894,Female,99.83,77.96
S28895,Female,92.81,6.59
S28896,Female,11.98,62.32
S28897,Male,54.36,1.98
S28898,Male,31.46,74.38
S28899,Female,87.89,6.11
S28900,Male,69.75,98.32
S28901,Female,22.35,61.41
S28902,Male,3.39,18.2
S28903,Male,29.17,46.83
S28904,Male,3.81,82.67
S28905,Female,14.13,18.0
S28906,Male,63.61,53.68
S28907,Male,74.51,0.36
S28908,Male,46.8,78.84
S28909,Male,60.03,19.46
S28910,Female,15.59,38.72
S28911,Male,31.68,53.02
S28912,Female,71.29,14.49
S28913,Female,36.49,92.67
S28914,Male,34.88,46.88
S28915,Male,19.4,23.18
S28916,Female,59.48,73.51
S28917,Female,80.95,89.42
S28918,Female,46.94,91.27
S28919,Male,11.55,43.11
S28920,Male,83.84,35.95
S28921,Female,7.14,92.93
S28922,Female,47.17,5.28
S28923,Female,26.11,75.05
S28924,Male,93.63,17.75
S28925,Male,73.75,46.55
S28926,Female,56.64,95.37
S28927,Male,66.78,58.11
S28928,Female,53.27,52.34
S28929,Male,14.76,6.18
S28930,Female,70.91,27.73
S28931,Male,49.27,0.31
S28932,Male,63.43,87.5
S28933,Male,4.52,64.49
S28934,Male,14.2,11.8
S28935,Male,58.94,36.35
S28936,Male,45.94,81.14
S28937,Male,22.69,14.03
S28938,Female,24.08,23.03
S28939,Female,63.17,54.14
S28940,Female,5.9,14.49
S28941,Male,43.43,38.27
S28942,Male,52.31,98.21
S28943,Male,30.81,54.39
S28944,Female,82.05,70.15
S28945,Female,5.68,66.33
S28946,Female,86.58,21.17
S28947,Female,72.33,84.61
S28948,Female,44.63,12.21
S28949,Female,92.45,92.16
S28950,Male,70.22,21.61
S28951,Female,93.1,95.47
S28952,Male,47.26,79.8
S28953,Female,45.3,17.1
S28954,Female,53.07,16.04
S28955,Male,6.54,8.45
S28956,Male,90.85,24.74
S28957,Male,66.77,65.91
S28958,Female,61.76,52.03
S28959,Female,92.65,61.34
S28960,Male,99.36,3.11
S28961,Female,16.34,8.0
S28962,Male,74.9,69.2
S28963,Female,57.99,84.79
S28964,Female,46.1,35.94
S28965,Female,97.76,16.65
S28966,Male,85.03,30.84
S28967,Female,69.67,41.2
S28968,Male,38.27,63.01
S28969,Male,66.6,40.95
S28970,Male,53.17,89.7
S28971,Male,24.94,40.12
S28972,Male,45.04,18.14
S28973,Male,21.22,24.83
S28974,Male,50.04,46.52
S28975,Male,72.02,78.25
S28976,Male,3.66,86.94
S28977,Female,76.54,18.53
S28978,Male,2.0,0.35
S28979,Female,51.73,86.94
S28980,Male,57.35,22.82
S28981,Female,76.12,82.17
S28982,Female,76.1,55.07
S28983,Female,41.75,40.41
S28984,Female,6.64,14.68
S28985,Female,69.35,67.2
S28986,Female,51.1,81.82
S28987,Male,33.31,46.11
S28988,Male,23.49,44.64
S28989,Male,11.98,75.53
S28990,Male,29.51,50.01
S28991,Male,45.85,78.56
S28992,Male,47.76,5.41
S28993,Female,58.27,85.76
S28994,Male,36.25,26.21
S28995,Female,91.99,16.92
S28996,Female,49.59,3.23
S28997,Female,42.37,83.41
S28998,Female,4.82,6.01
S28999,Female,59.9,95.44
